Race,Track,track,slug,track_id,Date,DriverName,,slug,driver_id,DriverStart,DriverFinish,DriverNum,DriverSponsor,DriverMake,DriverLaps,DriverLed,DriverStatus,DriverPts,,
1997 USA Challenge 100,Bolivar Speedway,Bolivar Speedway,bolivar-speedway-mo,244,29-Aug-97,Rod Wheeler,Rod Wheeler,rod-wheeler,19635,,11,,,,100,,,,,
1997 Johnson Service Center 100,Lebanon I-44 Speedway,Lebanon I-44 Speedway,lebanon-i44-speedway,248,30-Aug-97,Rod Wheeler,Rod Wheeler,rod-wheeler,19635,,9,,,,100,,running,,,
1984 Escape to Wisconsin 100,Dells Raceway Park,Dells Motor Speedway,dells-motor-speedway-wi,49,21-Jul-84,Rocky Breezer,Rocky Breezer,rocky-breezer,19584,,22,,,,33,,,,,
1988 Cabin Fever 100,Dells Raceway Park,Dells Motor Speedway,dells-motor-speedway-wi,49,7-May-88,Rocky Breezer,Rocky Breezer,rocky-breezer,19584,,18,,,,34,,,,,
1994 Cabin Fever 100,Dells Raceway Park,Dells Motor Speedway,dells-motor-speedway-wi,49,7-May-94,Rocky Breezer,Rocky Breezer,rocky-breezer,19584,,19,,,,65,,,,,
1983 ARTGO Spring Classic,Rockford Speedway,Rockford Speedway,rockford-speedway-il,174,10-Apr-83,Robert Hixon,Robert Hixon,robert-hixon,19530,,,,,,,,DNQ,,,
1983 Molenaar Classic,Illiana Motor Speedway,Illiana Speedway,illiana-speedway-in,83,26-Jul-83,Robert Hixon,Robert Hixon,robert-hixon,19530,,19,,,Firebird,96,,,,,
1983 ARTGO Fall Nationals Race No. 2,Grundy County Speedway,Grundy County Speedway,grundy-county-speedway-il,77,9-Oct-83,Robert Hixon,Robert Hixon,robert-hixon,19530,,13,,,,,,,,,
1983 ARTGO Fall Nationals Race No. 3,Grundy County Speedway,Grundy County Speedway,grundy-county-speedway-il,77,9-Oct-83,Robert Hixon,Robert Hixon,robert-hixon,19530,,15,,,,,,,,,
1984 Molenaar Classic,Illiana Motor Speedway,Illiana Speedway,illiana-speedway-in,83,24-Jul-84,Robert Hixon,Robert Hixon,robert-hixon,19530,,10,,,,96,,,,,
1984 ARTGO Indiana Challenge Race No. 2,Baer Field Motorsports Park,Baer Field Motorsports Park,baer-field-motorsports-park-in,236,12-May-84,Robbie Reiser,Robbie Reiser,robbie-reiser,19484,,,71,Bob Fish Motors,Pontiac,,,DNQ,,,
1984 Minnesota State Championships,Elko Speedway,Elko Speedway,elko-speedway-mn,60,3-Jul-84,Robbie Reiser,Robbie Reiser,robbie-reiser,19484,,13,,,,87,,,,,
1984 Escape to Wisconsin 100,Dells Raceway Park,Dells Motor Speedway,dells-motor-speedway-wi,49,21-Jul-84,Robbie Reiser,Robbie Reiser,robbie-reiser,19484,,19,,,,62,,,,,
1984 ARTGO Dixieland Challenge,Wisconsin International Raceway,Wisconsin International Raceway,wisconsin-international-raceway-wi,217,7-Aug-84,Robbie Reiser,Robbie Reiser,robbie-reiser,19484,,19,,,,91,,,,,
1985 ARTGO Spring Nationals Race No. 1,Wisconsin International Raceway,Wisconsin International Raceway,wisconsin-international-raceway-wi,217,27-May-85,Robbie Reiser,Robbie Reiser,robbie-reiser,19484,,15,,,,,,,,,
1985 ARTGO Spring Nationals Race No. 2,Wisconsin International Raceway,Wisconsin International Raceway,wisconsin-international-raceway-wi,217,27-May-85,Robbie Reiser,Robbie Reiser,robbie-reiser,19484,,14,,,,,,,,,
1987 ARTGO Spring Classic,Rockford Speedway,Rockford Speedway,rockford-speedway-il,174,5-Apr-87,Robbie Reiser,Robbie Reiser,robbie-reiser,19484,,14,,,,85,,,,,
1987 ARTGO Spring Nationals Race No. 1,Wisconsin International Raceway,Wisconsin International Raceway,wisconsin-international-raceway-wi,217,25-May-87,Robbie Reiser,Robbie Reiser,robbie-reiser,19484,,18,,,,,,,,,
1987 ARTGO Spring Nationals Race No. 2,Wisconsin International Raceway,Wisconsin International Raceway,wisconsin-international-raceway-wi,217,25-May-87,Robbie Reiser,Robbie Reiser,robbie-reiser,19484,,19,,,,,,,,,
1987 London Free Press Canadian Challenge 100,Delaware Speedway,Delaware Speedway,delaware-speedway-onT,240,12-Jun-87,Robbie Reiser,Robbie Reiser,robbie-reiser,19484,,19,,,,73,,,,,
1987 Auto City 100,Auto City Speedway,Auto City Speedway,auto-city-speedway-mi,239,14-Jun-87,Robbie Reiser,Robbie Reiser,robbie-reiser,19484,,7,,,,99,,,,,
1987 Minnesota 100,Raceway Park (MN),Raceway Park MN,raceway-park-mn-mn,159,23-Jun-87,Robbie Reiser,Robbie Reiser,robbie-reiser,19484,,16,,,,98,,,,,
1987 Export Light 100,LaCrosse Fairgrounds Speedway,LaCrosse Interstate Speedway,lacrosse-interstate-speedway-wi,100,24-Jun-87,Robbie Reiser,Robbie Reiser,robbie-reiser,19484,,13,,,,96,,,,,
1988 ARTGO Spring Classic,Rockford Speedway,Rockford Speedway,rockford-speedway-il,174,10-Apr-88,Robbie Reiser,Robbie Reiser,robbie-reiser,19484,,,,,,,,DNQ,,,
1988 Chicagoland Opening Day 100,Grundy County Speedway,Grundy County Speedway,grundy-county-speedway-il,77,23-Apr-88,Robbie Reiser,Robbie Reiser,robbie-reiser,19484,,16,71,Reiser Racing,,60,,,,,
1988 Skoal Racing Classic,Milwaukee Mile,Milwaukee Mile,milwaukee-mile-wi,125,26-Jun-88,Robbie Reiser,Robbie Reiser,robbie-reiser,19484,,24,,,,47,,,,,
1989 Miller High Life/TV 5 Spring Nationals Race No. 1,Wisconsin International Raceway,Wisconsin International Raceway,wisconsin-international-raceway-wi,217,29-May-89,Robbie Reiser,Robbie Reiser,robbie-reiser,19484,,18,,,,50,0,running,,,
1989 Miller High Life/TV 5 Spring Nationals Race No. 2,Wisconsin International Raceway,Wisconsin International Raceway,wisconsin-international-raceway-wi,217,29-May-89,Robbie Reiser,Robbie Reiser,robbie-reiser,19484,,20,,,,21,0,,,,
1990 ARTGO Spring Classic,Rockford Speedway,Rockford Speedway,rockford-speedway-il,174,8-Apr-90,Robbie Reiser,Robbie Reiser,robbie-reiser,19484,,4,,,,90,,running,,,
1990 Dixieland 250,Wisconsin International Raceway,Wisconsin International Raceway,wisconsin-international-raceway-wi,217,7-Aug-90,Robbie Reiser,Robbie Reiser,robbie-reiser,19484,,10,,,,259,,running,,,
1991 Spring Classic,Rockford Speedway,Rockford Speedway,rockford-speedway-il,174,7-Apr-91,Robbie Reiser,Robbie Reiser,robbie-reiser,19484,,7,,,,150,,running,,,
1992 Badgerland 50,Milwaukee Mile,Milwaukee Mile,milwaukee-mile-wi,125,10-May-92,Robbie Reiser,Robbie Reiser,robbie-reiser,19484,,3,,,,50,,running,,,
ARTGO:1993-02,Milwaukee Mile,Milwaukee Mile,milwaukee-mile-wi,125,9-May-93,Robbie Reiser,Robbie Reiser,robbie-reiser,19484,,32,,,,0,,,,,
1982 All-Star 100,Rockford Speedway,Rockford Speedway,rockford-speedway-il,174,13-Jul-82,Ricky Bilderback,Ricky Bilderback,ricky-bilderback,19354,,19,,,,,,,,,
1983 ARTGO Spring Classic,Rockford Speedway,Rockford Speedway,rockford-speedway-il,174,10-Apr-83,Ricky Bilderback,Ricky Bilderback,ricky-bilderback,19354,,,,,,,,DNQ,,,
1984 ARTGO Spring Classic,Rockford Speedway,Rockford Speedway,rockford-speedway-il,174,6-May-84,Ricky Bilderback,Ricky Bilderback,ricky-bilderback,19354,,19,,,Chevy,41,,,,,
1984 All-Star 100,Rockford Speedway,Rockford Speedway,rockford-speedway-il,174,17-Jul-84,Ricky Bilderback,Ricky Bilderback,ricky-bilderback,19354,,16,,,,9,,,,,
1992 ARTGO All-Star 100,Rockford Speedway,Rockford Speedway,rockford-speedway-il,174,2-Aug-92,Ricky Bilderback,Ricky Bilderback,ricky-bilderback,19354,,23,,,,,,,,,
1982 WDGY ARTGO 100,Elko Speedway,Elko Speedway,elko-speedway-mn,60,25-Jul-82,Rick Wateski,Rick Wateski,rick-wateski,19333,,14,,,Camaro,96,,,,,
1983 Dr. Pepper 100 Race No. 1,LaCrosse Fairgrounds Speedway,LaCrosse Interstate Speedway,lacrosse-interstate-speedway-wi,100,5-Jun-83,Rick Wateski,Rick Wateski,rick-wateski,19333,,14,,,Firebird,48,,,,,
1983 Dr. Pepper 100 Race No. 2,LaCrosse Fairgrounds Speedway,LaCrosse Interstate Speedway,lacrosse-interstate-speedway-wi,100,5-Jun-83,Rick Wateski,Rick Wateski,rick-wateski,19333,,18,,,Firebird,20,,,,,
1983 Minnesota State Championships Race No. 1,Raceway Park (MN),Raceway Park MN,raceway-park-mn-mn,159,21-Jun-83,Rick Wateski,Rick Wateski,rick-wateski,19333,,11,,,Firebird,,,,,,
1983 Minnesota State Championships Race No. 2,Raceway Park (MN),Raceway Park MN,raceway-park-mn-mn,159,21-Jun-83,Rick Wateski,Rick Wateski,rick-wateski,19333,,13,,,Firebird,,,,,,
1984 Escape to Wisconsin 100,Dells Raceway Park,Dells Motor Speedway,dells-motor-speedway-wi,49,21-Jul-84,Rick Wateski,Rick Wateski,rick-wateski,19333,,9,,,,99,,,,,
1984 Midwest Championships Race No. 1,Dells Raceway Park,Dells Motor Speedway,dells-motor-speedway-wi,49,16-Sep-84,Rick Wateski,Rick Wateski,rick-wateski,19333,,6,,,,50,,running,,,
1984 Midwest Championships Race No. 2,Dells Raceway Park,Dells Motor Speedway,dells-motor-speedway-wi,49,16-Sep-84,Rick Wateski,Rick Wateski,rick-wateski,19333,,5,,,,50,,running,,,
1985 Big A Minnesota Championship,Elko Speedway,Elko Speedway,elko-speedway-mn,60,5-Jul-85,Rick Wateski,Rick Wateski,rick-wateski,19333,,5,,,,100,,running,,,
1985 Escape to Wisconsin 100,Dells Raceway Park,Dells Motor Speedway,dells-motor-speedway-wi,49,25-Jul-85,Rick Wateski,Rick Wateski,rick-wateski,19333,,21,93,,,58,,,,,
1986 Big A Minnesota State Championship,Elko Speedway,Elko Speedway,elko-speedway-mn,60,3-Jul-86,Rick Wateski,Rick Wateski,rick-wateski,19333,,7,,,,99,,,,,
1986 Summer Nationals Race No. 1,Dells Raceway Park,Dells Motor Speedway,dells-motor-speedway-wi,49,26-Jul-86,Rick Wateski,Rick Wateski,rick-wateski,19333,,8,,,,,,,,,
1986 Summer Nationals Race No. 2,Dells Raceway Park,Dells Motor Speedway,dells-motor-speedway-wi,49,26-Jul-86,Rick Wateski,Rick Wateski,rick-wateski,19333,,8,,,,,,,,,
1986 Summer Nationals Race No. 3,Wisconsin International Raceway,Wisconsin International Raceway,wisconsin-international-raceway-wi,217,27-Jul-86,Rick Wateski,Rick Wateski,rick-wateski,19333,,8,,,,,,,,,
1986 Summer Nationals Race No. 4,Wisconsin International Raceway,Wisconsin International Raceway,wisconsin-international-raceway-wi,217,27-Jul-86,Rick Wateski,Rick Wateski,rick-wateski,19333,,11,,,,,,,,,
1987 Export Light 100,LaCrosse Fairgrounds Speedway,LaCrosse Interstate Speedway,lacrosse-interstate-speedway-wi,100,24-Jun-87,Rick Wateski,Rick Wateski,rick-wateski,19333,,9,93,,,99,,,,,
1987 Escape to Wisconsin 100,Dells Raceway Park,Dells Motor Speedway,dells-motor-speedway-wi,49,18-Jul-87,Rick Wateski,Rick Wateski,rick-wateski,19333,,5,,,,100,,running,,,
1987 ARTGO Summer Nationals,Dells Raceway Park,Dells Motor Speedway,dells-motor-speedway-wi,49,5-Sep-87,Rick Wateski,Rick Wateski,rick-wateski,19333,,20,,,,29,,,,,
1988 ARTGO Spring Classic,Rockford Speedway,Rockford Speedway,rockford-speedway-il,174,10-Apr-88,Rick Wateski,Rick Wateski,rick-wateski,19333,,13,93,,,87,,,,,
1988 Chicagoland Opening Day 100,Grundy County Speedway,Grundy County Speedway,grundy-county-speedway-il,77,23-Apr-88,Rick Wateski,Rick Wateski,rick-wateski,19333,,22,93,,,0,,,,,
1988 Cabin Fever 100,Dells Raceway Park,Dells Motor Speedway,dells-motor-speedway-wi,49,7-May-88,Rick Wateski,Rick Wateski,rick-wateski,19333,,19,,,,30,,,,,
1988 WMUS/American Cancer Society Benefit,Berlin Raceway,Berlin Raceway,berlin-raceway-mi,234,28-May-88,Rick Wateski,Rick Wateski,rick-wateski,19333,,17,,,,78,,,,,
1988 Special Export Light/WKBT-TV 8 100,LaCrosse Fairgrounds Speedway,LaCrosse Interstate Speedway,lacrosse-interstate-speedway-wi,100,22-Jun-88,Rick Wateski,Rick Wateski,rick-wateski,19333,,6,,,,100,,running,,,
1988 ARTGO Holiday Twin 76s Race No. 1,Dells Raceway Park,Dells Motor Speedway,dells-motor-speedway-wi,49,2-Jul-88,Rick Wateski,Rick Wateski,rick-wateski,19333,,10,,,,,,,,,
1988 ARTGO Holiday Twin 76s Race No. 2,Dells Raceway Park,Dells Motor Speedway,dells-motor-speedway-wi,49,2-Jul-88,Rick Wateski,Rick Wateski,rick-wateski,19333,,6,,,,,,,,,
1988 ARTGO Summer Nationals,Dells Raceway Park,Dells Motor Speedway,dells-motor-speedway-wi,49,3-Sep-88,Rick Wateski,Rick Wateski,rick-wateski,19333,,24,,,,15,,,,,
1989 Cabin Fever 100,Dells Raceway Park,Dells Motor Speedway,dells-motor-speedway-wi,49,20-May-89,Rick Wateski,Rick Wateski,rick-wateski,19333,,17,,,,88,,,,,
1989 ARTGO Holiday Special Race No. 1,Dells Raceway Park,Dells Motor Speedway,dells-motor-speedway-wi,49,1-Jul-89,Rick Wateski,Rick Wateski,rick-wateski,19333,,9,,,,,,,,,
1989 ARTGO Holiday Special Race No. 2,Dells Raceway Park,Dells Motor Speedway,dells-motor-speedway-wi,49,1-Jul-89,Rick Wateski,Rick Wateski,rick-wateski,19333,,7,,,,,,,,,
1989 Minnesota State Championship,Elko Speedway,Elko Speedway,elko-speedway-mn,60,3-Jul-89,Rick Wateski,Rick Wateski,rick-wateski,19333,,8,,,,100,,running,,,
1989 ARTGO Summer Nationals,Dells Raceway Park,Dells Motor Speedway,dells-motor-speedway-wi,49,2-Sep-89,Rick Wateski,Rick Wateski,rick-wateski,19333,,6,,,,100,,running,,,
1990 ARTGO Spring Classic,Rockford Speedway,Rockford Speedway,rockford-speedway-il,174,8-Apr-90,Rick Wateski,Rick Wateski,rick-wateski,19333,,15,,,,82,,,,,
1990 Cabin Fever 100,Dells Raceway Park,Dells Motor Speedway,dells-motor-speedway-wi,49,30-Jun-90,Rick Wateski,Rick Wateski,rick-wateski,19333,,16,,,,99,,,,,
1990 ARTGO Summer Nationals,Dells Raceway Park,Dells Motor Speedway,dells-motor-speedway-wi,49,1-Sep-90,Rick Wateski,Rick Wateski,rick-wateski,19333,,11,,,,150,,running,,,
1991 Hawkeye Miller Genuine Draft 100,Hawkeye Downs Speedway,Hawkeye Downs Speedway,hawkeye-downs-speedway-ia,241,8-Jun-91,Rick Wateski,Rick Wateski,rick-wateski,19333,,9,,,,100,,,,,
1991 Miller Genuine Draft Light 100,LaCrosse Fairgrounds Speedway,LaCrosse Interstate Speedway,lacrosse-interstate-speedway-wi,100,19-Jun-91,Rick Wateski,Rick Wateski,rick-wateski,19333,,10,,,,99,0,,,,
1991 Midwest Championships,Dells Raceway Park,Dells Motor Speedway,dells-motor-speedway-wi,49,31-Aug-91,Rick Wateski,Rick Wateski,rick-wateski,19333,,18,,,,147,,,,,
1992 Minnesota State Championships,Elko Speedway,Elko Speedway,elko-speedway-mn,60,3-Jul-92,Rick Wateski,Rick Wateski,rick-wateski,19333,,14,,,,99,,,,,
1993 Miller Genuine Draft 100 (ARTGO),Elko Speedway,Elko Speedway,elko-speedway-mn,60,25-Jun-93,Rick Wateski,Rick Wateski,rick-wateski,19333,,15,,,,99,,,,,
1995 ARTGO Spring Nationals,Wisconsin International Raceway,Wisconsin International Raceway,wisconsin-international-raceway-wi,217,29-May-95,Rick Spoo,Rick Spoo,rick-spoo,19306,,18,,,,97,,,,,
1995 Dixieland 250,Wisconsin International Raceway,Wisconsin International Raceway,wisconsin-international-raceway-wi,217,1-Aug-95,Rick Spoo,Rick Spoo,rick-spoo,19306,,24,,,,233,,,,,
1993 Spring Classic,Rockford Speedway,Rockford Speedway,rockford-speedway-il,174,4-Apr-93,Rick Spencer,Rick Spencer,rick-spencer,19305,,18,,,,123,,,,,
1993 Miller Genuine Draft 100 (ARTGO),Elko Speedway,Elko Speedway,elko-speedway-mn,60,25-Jun-93,Rick Spencer,Rick Spencer,rick-spencer,19305,,19,,,,80,,,,,
1993 Upper Peninsula 100,Norway Speedway,Norway Speedway,norway-speedway-mi,141,26-Jun-93,Rick Spencer,Rick Spencer,rick-spencer,19305,,10,,,,100,,,,,
1993 Fair Days 100,Grundy County Speedway,Grundy County Speedway,grundy-county-speedway-il,77,30-Jun-93,Rick Spencer,Rick Spencer,rick-spencer,19305,,13,,,,100,,,,,
1993 Pabst Light 100,Hawkeye Downs Speedway,Hawkeye Downs Speedway,hawkeye-downs-speedway-ia,241,7-Jul-93,Rick Spencer,Rick Spencer,rick-spencer,19305,,15,,,,99,,,,,
1993 Ozark Challenge 100,Lebanon I-44 Speedway,Lebanon I-44 Speedway,lebanon-i44-speedway,248,10-Jul-93,Rick Spencer,Rick Spencer,rick-spencer,19305,,18,,,,65,,,,,
1993 Harding's Friendly Markets Say No To Drugs 100,Kalamazoo Speedway,Kalamazoo Speedway,kalamazoo-speedway-mi,238,23-Jul-93,Rick Spencer,Rick Spencer,rick-spencer,19305,,14,,,,100,,running,,,
1993 Badger World Classic 50,Milwaukee Mile,Milwaukee Mile,milwaukee-mile-wi,125,1-Aug-93,Rick Spencer,Rick Spencer,rick-spencer,19305,,17,,,,49,,,,,
1994 Spring Classic,Rockford Speedway,Rockford Speedway,rockford-speedway-il,174,10-Apr-94,Rick Spencer,Rick Spencer,rick-spencer,19305,,8,,,,150,,,,,
1976 CAM2 Classic,Grundy County Speedway,Grundy County Speedway,grundy-county-speedway-il,77,9-May-76,Rick Haase,Rick Haase,rick-haase,19156,,16,,,,,,,,,
1983 Upper Peninsula 100 Race No. 2,Escanaba International Raceway,Escanaba Speedway,escanaba-speedway-mi,61,23-Jul-83,Rick Haase,Rick Haase,rick-haase,19156,,,,,,,,DNQ,,,
1989 Chicagoland Showdown,Illiana Motor Speedway,Illiana Speedway,illiana-speedway-in,83,17-Jun-89,Rick Beebe,Rick Beebe,rick-beebe,19102,,4,,,,100,,running,,,
1991 Coors Light 100,Lakeside Speedway,Lakeside Speedway,lakeside-speedway-ks,249,12-Jul-91,Rick Beebe,Rick Beebe,rick-beebe,19102,,9,,,,100,,,,,
1991 Ozark Challenge 100,Lebanon I-44 Speedway,Lebanon I-44 Speedway,lebanon-i44-speedway,248,13-Jul-91,Rick Beebe,Rick Beebe,rick-beebe,19102,,7,,,,100,,running,,,
1992 Spring Classic 150,Rockford Speedway,Rockford Speedway,rockford-speedway-il,174,5-Apr-92,Rick Beebe,Rick Beebe,rick-beebe,19102,,26,,,,73,,,,,
1992 Cabin Fever 100,Grundy County Speedway,Grundy County Speedway,grundy-county-speedway-il,77,25-Apr-92,Rick Beebe,Rick Beebe,rick-beebe,19102,,8,,,,100,,running,,,
1992 Badgerland 50,Milwaukee Mile,Milwaukee Mile,milwaukee-mile-wi,125,10-May-92,Rick Beebe,Rick Beebe,rick-beebe,19102,,16,,,,50,,running,,,
1992 Spring Nationals 125,Wisconsin International Raceway,Wisconsin International Raceway,wisconsin-international-raceway-wi,217,25-May-92,Rick Beebe,Rick Beebe,rick-beebe,19102,,26,,,,89,,,,,
1992 ARTGO 100,Berlin Raceway,Berlin Raceway,berlin-raceway-mi,234,6-Jun-92,Rick Beebe,Rick Beebe,rick-beebe,19102,,8,,,,100,,running,,,
1992 Chicagoland Showdown,Illiana Motor Speedway,Illiana Speedway,illiana-speedway-in,83,13-Jun-92,Rick Beebe,Rick Beebe,rick-beebe,19102,,5,,,,100,,running,,,
1992 Lake Geneva Doubleheader,Lake Geneva Raceway,Lake Geneva Raceway,lake-geneva-raceway-wi,105,23-Jun-92,Rick Beebe,Rick Beebe,rick-beebe,19102,,1,,,,100,,running,,,
1992 Minnesota State Championships,Elko Speedway,Elko Speedway,elko-speedway-mn,60,3-Jul-92,Rick Beebe,Rick Beebe,rick-beebe,19102,,2,,,,100,,running,,,
1992 ARTGO 50,Milwaukee Mile,Milwaukee Mile,milwaukee-mile-wi,125,19-Jul-92,Rick Beebe,Rick Beebe,rick-beebe,19102,,7,,,,,,,,,
1992 Pabst Light 100,Hawkeye Downs Speedway,Hawkeye Downs Speedway,hawkeye-downs-speedway-ia,241,23-Jul-92,Rick Beebe,Rick Beebe,rick-beebe,19102,,22,,,,,,,,,
1992 Kansas City 100,Lakeside Speedway,Lakeside Speedway,lakeside-speedway-ks,249,24-Jul-92,Rick Beebe,Rick Beebe,rick-beebe,19102,,6,,,,100,,running,,,
1992 ARTGO Ozark Challenge,Lebanon I-44 Speedway,Lebanon I-44 Speedway,lebanon-i44-speedway,248,25-Jul-92,Rick Beebe,Rick Beebe,rick-beebe,19102,,8,,,,99,,,,,
1992 Say No To Drugs 100,Kalamazoo Speedway,Kalamazoo Speedway,kalamazoo-speedway-mi,238,31-Jul-92,Rick Beebe,Rick Beebe,rick-beebe,19102,,5,,,,100,,running,,,
1992 ARTGO All-Star 100,Rockford Speedway,Rockford Speedway,rockford-speedway-il,174,2-Aug-92,Rick Beebe,Rick Beebe,rick-beebe,19102,,19,,,,,,,,,
1992 Dixieland 250,Wisconsin International Raceway,Wisconsin International Raceway,wisconsin-international-raceway-wi,217,4-Aug-92,Rick Beebe,Rick Beebe,rick-beebe,19102,,9,,,,,,,,,
1992 Glass City 100,Toledo Speedway,Toledo Speedway,toledo-speedway-oh,246,3-Oct-92,Rick Beebe,Rick Beebe,rick-beebe,19102,,3,,,,100,,running,,,
1993 Spring Classic,Rockford Speedway,Rockford Speedway,rockford-speedway-il,174,4-Apr-93,Rick Beebe,Rick Beebe,rick-beebe,19102,,4,,,,150,,,,,
ARTGO:1993-02,Milwaukee Mile,Milwaukee Mile,milwaukee-mile-wi,125,9-May-93,Rick Beebe,Rick Beebe,rick-beebe,19102,,10,,,,50,,,,,
1993 Chicagoland Showdown,Illiana Motor Speedway,Illiana Speedway,illiana-speedway-in,83,5-Jun-93,Rick Beebe,Rick Beebe,rick-beebe,19102,,13,,,,88,,,,,
1993 Pabst Light 100,Hawkeye Downs Speedway,Hawkeye Downs Speedway,hawkeye-downs-speedway-ia,241,7-Jul-93,Rick Beebe,Rick Beebe,rick-beebe,19102,,9,,,,100,,,,,
1993 Ozark Challenge 100,Lebanon I-44 Speedway,Lebanon I-44 Speedway,lebanon-i44-speedway,248,10-Jul-93,Rick Beebe,Rick Beebe,rick-beebe,19102,,5,,,,100,,,,,
1993 Badger World Classic 50,Milwaukee Mile,Milwaukee Mile,milwaukee-mile-wi,125,1-Aug-93,Rick Beebe,Rick Beebe,rick-beebe,19102,,8,,,,50,,running,,,
1993 Dixieland 250,Wisconsin International Raceway,Wisconsin International Raceway,wisconsin-international-raceway-wi,217,3-Aug-93,Rick Beebe,Rick Beebe,rick-beebe,19102,,9,,,,249,,,,,
1993 Miller Tournament of Speed,Wisconsin International Raceway,Wisconsin International Raceway,wisconsin-international-raceway-wi,217,18-Sep-93,Rick Beebe,Rick Beebe,rick-beebe,19102,,3,,,,50,,running,,,
1994 ARTGO Western Swing Race No. 1,Lakeside Speedway,Lakeside Speedway,lakeside-speedway-ks,249,17-Jun-94,Rick Beebe,Rick Beebe,rick-beebe,19102,,4,,,,100,,,,,
1994 ARTGO Western Swing Race No. 2,Lebanon I-44 Speedway,Lebanon I-44 Speedway,lebanon-i44-speedway,248,18-Jun-94,Rick Beebe,Rick Beebe,rick-beebe,19102,,23,,,,10,,,,,
1994 ARTGO Summer Nationals,Dells Raceway Park,Dells Motor Speedway,dells-motor-speedway-wi,49,2-Jul-94,Rick Beebe,Rick Beebe,rick-beebe,19102,,7,,,,100,,running,,,
1994 Chicagoland Showdown,Illiana Motor Speedway,Illiana Speedway,illiana-speedway-in,83,21-Jul-94,Rick Beebe,Rick Beebe,rick-beebe,19102,,3,,,,100,,,,,
1994 Kalamazoo Challenge,Berlin Raceway,Berlin Raceway,berlin-raceway-mi,234,22-Jul-94,Rick Beebe,Rick Beebe,rick-beebe,19102,,10,,,,100,,running,,,
1994 Dixieland 250,Wisconsin International Raceway,Wisconsin International Raceway,wisconsin-international-raceway-wi,217,2-Aug-94,Rick Beebe,Rick Beebe,rick-beebe,19102,,23,17,,,166,,,,,
